id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
O6301	63	Human possibility engine and the objective (§81–§84)	Verified pairs P(t)	possibility unmeasurable	count primitive–domain pairs demonstrated unaided at delay	skill graphs	not measured	honest growth metric	L	L	slow	pairs with evidence	Mechanism passport	O5016	COMBO	S
O6302	63	Human possibility engine and the objective (§81–§84)	Possibility volume	options unseen	count distinct kinds of problems he can now attempt with a first useful question	option theory	none	breadth of agency	L	M	vague counting	alien-item orientation	Verified pairs P(t)	O6301	UNCLEAR	S
O6303	63	Human possibility engine and the objective (§81–§84)	Possible-selves simulation	futures invisible	fixed-option scenarios showing which capabilities each future needs	possible selves (Markus & Nurius)	career talks	informed direction	L	M	fantasy	choices link to real capability data	Possibility volume	O6302	COMBO	S
O6304	63	Human possibility engine and the objective (§81–§84)	Objective as a vector	one number corrupts	delayed far transfer, retrieval, calibration, reality use, minutes — never collapsed	multi-objective optimisation	single scores	Goodhart-resistant	L	L	harder to read	report as vector	No composite score	L288	COMBO	S
O6305	63	Human possibility engine and the objective (§81–§84)	Capability per life-minute	time is the real budget	improvement claimed only at equal or fewer minutes	productivity	hours ignored	respect for life	L	L	discourages depth	minutes in every report	Minutes-owed inversion	O4101	COMBO	S
O6306	63	Human possibility engine and the objective (§81–§84)	Rate objective	level vs rate	objective includes the rate of acquiring new primitives (learning speed)	calculus of learning	levels only	compounding	L	L	noise	learning-speed series	Domain entry cost	O4518	COMBO	S
O6307	63	Human possibility engine and the objective (§81–§84)	Second-derivative objective	does the rate improve?	slope of learning speed across seasons	acceleration	never	meta-learning evidence	L	L	needs years	slope with CI after ≥ 2 seasons	Rate objective	O6306	UNCLEAR	S
O6308	63	Human possibility engine and the objective (§81–§84)	Life-sovereign constraint	objective could swallow life	hard constraints: sleep, medicine, weekly cap, exam weekend	constrained optimisation	unbounded study	sustainable	L	L	slower growth	gate tests	Priority scheduler	L144	KNOWN	S
O6309	63	Human possibility engine and the objective (§81–§84)	Agency metric	knowing without doing	share of forges used in reality	outcome metrics	none	action	L	L	self-report	tap rates	Reality taps	L494	COMBO	S
O6310	63	Human possibility engine and the objective (§81–§84)	Possibility audit yearly	is life actually wider?	yearly fixed-option review of new things attempted because of Renaissance	annual review	none	grounded in life	L	L	self-report	compare with logs	Compression receipts	O5616	COMBO	S
O6311	63	Human possibility engine and the objective (§81–§84)	Happiness objective	optimise wellbeing	maximise reported happiness	wellbeing apps	—	—	L	L	wrong target for this organ	—	Satisfaction firewall	O4407	KNOWN	R:SCOPE
O6312	63	Human possibility engine and the objective (§81–§84)	IQ objective	raise IQ	optimise IQ tests	brain training	—	—	L	L	evidence against far transfer (Sala & Gobet 2017)	—	Brain training	L336	KNOWN	R:EVID
O6313	63	Human possibility engine and the objective (§81–§84)	Objective drift check	objective silently changes	each quarter compare what the code optimises with the written objective	audits	none	integrity	L	L	none	audit report	Objective as a vector	O6304	COMBO	S
O6314	63	Human possibility engine and the objective (§81–§84)	Counterfactual self	what would he be without it?	compare with baseline battery at start; no control, stated	baseline measurement	none	honest comparison	L	L	no control group	baseline stored	Unplug test yearly	O6012	COMBO	S
O6315	63	Human possibility engine and the objective (§81–§84)	Option-value of primitives	which ideas keep doors open?	rank primitives by how many domains they unlock	real options	not ranked	strategic choice	L	M	estimates	rank vs later use	Compression ratio per idea; Option value	O4910 L283	COMBO	S
O6316	63	Human possibility engine and the objective (§81–§84)	Possibility map UI	see possibilities	an interactive map of futures	maps	—	—	L	M	dashboard hell	—	Personal physics dashboard	O5916	KNOWN	R:SLOP
O6317	63	Human possibility engine and the objective (§81–§84)	Objective in plain words	objective hidden	WHY THIS? states the objective in one sentence	transparency	hidden	alignment	L	L	none	sentence present	Objective as a vector	O6304	KNOWN	S
O6318	63	Human possibility engine and the objective (§81–§84)	Stop as success	more is better assumed	the objective rewards stopping at the dose	satisficing	maximising	life protected	L	L	none	stop rules tests	Stop as reward	L490	KNOWN	M:Stop as reward
O6319	63	Human possibility engine and the objective (§81–§84)	Capability-to-possibility bridge	capability without direction	forges link each primitive to one concrete opportunity in his life	career design	abstract	direction	L	L	none	forge fields	Agency metric	O6309	COMBO	S
O6320	63	Human possibility engine and the objective (§81–§84)	Possibility pessimism check	overpromising	every forecast of growth comes with the no-change scenario	reference classes	hype	honesty	L	L	none	forecast pairs	Twin forecasts P(t)	O5920	COMBO	S
O6401	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Gate after medicine	a new organ could steal medicine time	Renaissance opens only when the CNS day says STOP	priority scheduling	competing apps	medicine protected	L	L	none	R1	Donor-organ architecture	L491	UNCLEAR	M:Donor-organ architecture
O6402	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Weekly cap with shrink	time creeps	≥ 245 min/week → 10-min doses; ≥ 300 → shut	homeostasis	unbounded	sustainable	L	L	none	R17	Homeostatic time budget	L068	KNOWN	M:Homeostatic time budget
O6403	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Sleep gate	late-night sessions harm sleep	shut 01:00–05:00	sleep hygiene	none	sleep protected	L	L	none	R16	Circadian gate	L074	KNOWN	M:Circadian gate
O6404	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Exam-weekend shutdown	exams need everything	shut on exam weekends; 10-min doses in exam week	feedforward control	none	exam protected	L	L	none	R16	Calendar feedforward	L098	KNOWN	M:Calendar feedforward
O6405	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	One session a day	binging	one session per day; the door says today is done	rate limiting	binge design	spacing and life	L	L	frustration	R11	Stop as reward	L490	KNOWN	S
O6406	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	No-backlog return	missed days create debt	after any absence, one ordinary session; never 'behind'	anti-debt design	streaks and backlogs	guilt-free return	L	L	slower	R18	Short-dose continuation	O6409	KNOWN	S
O6407	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	No FOMO copy	fear of missing out	no text about missing, streaks or others' progress	dark-pattern ban	FOMO marketing	calm	L	L	none	lint	Dark-pattern ban	L423	KNOWN	S
O6408	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Minimum dose estimate	how much is enough?	estimate the marginal value of minute 20 vs 30 from delayed results	dose–response	fixed lengths	shorter sessions	L	M	noise	dose–response curve	Minimum effective dose	L006	COMBO	S
O6409	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Short-dose continuation	short days break sessions	a 10-minute day ends with a partial receipt and continues next day	checkpointing	all-or-nothing	no waste	L	L	none	R27	Minimum dose estimate	O6408	UNCLEAR	S
O6410	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Kill switches	the learner must be able to turn it off	three independent off switches	circuit breakers	hard to quit	sovereignty	L	L	none	R19	Kill switch	L146	KNOWN	M:Kill switch
O6411	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Nothing-owed DONE	quitting mid-session feels bad	DONE stops at once; 'nothing is owed'	exit rights	guilt	freedom	L	L	none	R9	Penalty-free exit	L295	KNOWN	M:Penalty-free exit
O6412	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Life-minutes receipt	time spent invisible	receipt shows minutes this week	time tracking	hidden	awareness	L	L	none	receipt	Life-minutes accounting	L489	KNOWN	M:Life-minutes accounting
O6413	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Silent organ	apps pull	Renaissance never notifies	calm technology	push culture	sovereignty	L	L	forgetting to open	no notification code	No notifications	L427	KNOWN	R:DUP
O6414	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Graduation by dissolution	the organ could be forever	retire primitives; the organ shrinks as habits run unaided	fading	courses never end	freedom	L	L	none	retirement counts	Dissolve into habits	L510	KNOWN	M:Dissolve into habits
O6415	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	FOMO-free frontier	frontier cards could create FOMO	frontier cards are optional and never counted	calm design	news feeds	curiosity without anxiety	L	L	none	no counters	Frontier card	O6201	COMBO	S
O6416	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Life event pause	illness, travel	a one-tap pause with no consequence	pause features	streak penalties	humane	L	L	none	pause keeps state	Nothing-owed DONE	O6411	KNOWN	S
O6417	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Stop-rule explanation	stops feel arbitrary	the door says why it's shut (sleep, exam, weekly cap)	transparency	silent limits	trust	L	L	none	gate messages	Gate after medicine	O6401	KNOWN	S
O6418	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Opportunity-cost line	what else could this time do?	WHY THIS? states what the minutes are traded against	opportunity cost	ignored	honest choice	L	L	guilt	text present	Visible opportunity cost	L274	KNOWN	M:Visible opportunity cost
O6419	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Time bank	save unused minutes	carry unused minutes forward	banking	—	—	L	L	backlog by another name	—	No-backlog return	O6406	KNOWN	R:GUILT
O6420	64	Time, stop rule, minimum dose, no backlog, no FOMO, sovereignty (§85–§89)	Sovereignty lesson	rules imposed	a session teaches why the organ limits itself (commitment devices)	meta-teaching	none	owned rules	L	L	none	session exists (commit)	Kill switch as pedagogy	L488	KNOWN	M:Kill switch as pedagogy
O6501	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Season bet scoring	seasons never judged	each season's written bet scored after 30 days; failed bets revise the season	pre-registration	none	curriculum learns	L	L	small n	bets and scores logged	Syllabus as hypothesis	O4103	COMBO	S
O6502	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	One pedagogy change per week	too many changes confound	only one teaching change per week, judged after its delay	experimental control	many changes	attributable improvement	L	L	slow	change log	One change per week	L100	KNOWN	M:One change per week
O6503	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Meta-pedagogy log	how we improve teaching isn't tracked	record each method of improving teaching and whether its changes worked	meta-analysis	none	improvement of improvement	L	L	bookkeeping	hit rate per method	One pedagogy change per week	O6502	UNCLEAR	S
O6504	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Meta-meta rule review	the rules for choosing methods fossilise	yearly review of the change-selection rules against the log	institutional review	never	adaptive governance	L	L	churn	yearly note	Meta-pedagogy log	O6503	UNCLEAR	S
O6505	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Simulated-learner harness	changes break sessions	scripted learners (right, wrong, guessing, position-gaming) run every season	test automation	manual QA	safe changes	L	M	unrealistic learners	harness in CI	Simulated learners	L506	KNOWN	M:Simulated learners
O6506	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Linter as constitution	quality depends on the author	tests enforce the session schema, provenance, no open prompts	linters	editorial taste	consistent quality	L	L	rigidity	R20–R22	Session linter	L499	KNOWN	M:Session linter
O6507	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Misconception-driven authoring	new content ignores old errors	new sessions must include distractors for the top bug classes	data-driven design	authors guess	relevant content	L	M	none	bug coverage	Misconception fingerprint	O5907	COMBO	S
O6508	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Representation evolution loop	pictures never improve	tournament over representations with delayed fitness	evolution	fixed	better pictures over time	L	M	small n	fitness trend	Representation tournament	L079	KNOWN	M:Representation tournament
O6509	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Curriculum regression tests	a change breaks an old season	all seasons re-run on the harness at each release	regression testing	none	stability	L	L	none	full test run	Simulated-learner harness	O6505	KNOWN	S
O6510	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Singularity loop criteria	claims of self-improvement are vague	self-improvement claimed only when a metric improves at equal minutes after a logged change	evidence standards	claims	honest recursion	L	L	slow	change → metric evidence	Objective as a vector	O6304	COMBO	S
O6511	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Author assistant with review	authoring is slow	a compiler proposes sessions from primitive specs; a human reviews every claim	compilers with review	hand-written	more seasons	M	M	slop if review is skipped	review gate	Season compiler	L157	COMBO	S
O6512	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Evolving the linter	linter misses new failure modes	every bug found in review adds a lint rule	post-incident rules	none	compounding quality	L	L	rule bloat	rules added per incident	Linter as constitution	O6506	COMBO	S
O6513	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Auto-evolving curriculum without review	speed	the system rewrites sessions itself	autonomous agents	—	—	L	M	fabrication, drift	—	Encyclopedia autocompile	O4515	KNOWN	R:TRUTH
O6514	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Improvement budget	improvement work crowds out teaching	a fixed share of build time for improvement	20% time	none	sustained improvement	L	L	none	time log	Meta-pedagogy log	O6503	KNOWN	S
O6515	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Failure registry	failures forgotten	every failed change recorded with why	post-mortems	none	learning from failure	L	L	none	registry entries	Extinction log	L083	KNOWN	M:Extinction log
O6516	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Pedagogy genome across learners	one learner's data is small	if other learners join, pool anonymised pedagogy results	federated learning	N/A	stronger evidence	M	H	privacy	consent and aggregation tests	Multi-user	L156	KNOWN	S
O6517	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Singularity² check	is the improver improving?	compare hit rates of change-selection methods over years	meta-analysis	never	evidence for recursion	L	L	needs years	yearly comparison	Meta-meta rule review	O6504	UNCLEAR	S
O6518	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Retired-method archive	discarded methods lost	keep dropped methods with reasons (no amputation)	archives	deleted	reconsiderable	L	L	none	archive entries	No-amputation archive	L493	KNOWN	M:No-amputation archive
O6519	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Release notes to the learner	changes invisible	WHY THIS? can show what changed in the organ and why	changelogs	hidden	trust	L	L	clutter	on demand	Transparency reports	L397	KNOWN	M:Transparency reports
O6520	65	Self-improving curriculum, pedagogy, meta and meta-meta (§90–§98)	Self-improvement theatre guard	claims without evidence	no release note may claim improvement without data	claims policy	marketing	honesty	L	L	none	note audit	Singularity loop criteria	O6510	COMBO	S
O6601	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Aviation checklist for sessions	authors forget steps	a pre-release checklist for each session (provenance, keys, bugs, minutes)	aviation checklists (Gawande)	not used in teaching	fewer errors	L	L	box-ticking	checklist completion	Session linter	L499	COMBO	S
O6602	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Chess-style puzzle rush with review	pattern speed	timed puzzles followed by slow review of errors	chess training	untimed only	fast recognition with reflection	M	M	stress	review of misses	Fluency rounds	L201	COMBO	S
O6603	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Jazz trading fours	creative response	alternate: system gives a case, learner picks the analogous case in another field	jazz improvisation	none	fluent analogy	L	M	none	analogy items	Wormhole cases	O4902	UNCLEAR	S
O6604	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Mise en place	sessions start messy	every session starts with the stakes and terms laid out	professional kitchens	none	smooth flow	L	L	none	structure present	Stakes-first framing	O4212	COMBO	M:Stakes-first framing
O6605	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Legal precedent reasoning	cases treated separately	a new case decided by which earlier case it most resembles, with the distinguishing feature	common-law reasoning	not used	case-based reasoning	L	M	none	precedent items	Same-shape detector	L019	COMBO	S
O6606	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Dead reckoning	estimates without anchors	estimate from a known position plus rate × time, then correct with a fix	navigation	not taught	estimation discipline	L	L	none	estimate-and-correct items	Order-of-magnitude sense	O4706	COMBO	S
O6607	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Outbreak investigation template	causal questions unstructured	case definition → attack rates by exposure → decisive comparison	field epidemiology	not generalised	portable causal method	L	L	none	wedding/illness items	Decisive-question reenactment	O5103	KNOWN	S
O6608	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Typographic hierarchy	text walls	three levels of emphasis maximum per screen	typography	ignored	readability	L	L	none	lint on emphasis levels	Hierarchy test	O5703	KNOWN	S
O6609	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Coach's film review	performance unexamined	replay a finished session's committed answers with one coaching point	sports coaching	none	targeted improvement	L	L	none	coaching point per receipt	Evidence-only receipt	O4404	COMBO	S
O6610	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Back-translation check	Egyptian-Arabic lines drift in meaning	translate the sticky line back to English and compare	translation QA	not done	accurate glosses	L	M	none	back-translation audit	Egyptian-Arabic sticky line	O4303	KNOWN	S
O6611	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Surgical time-out	the wrong session at the wrong time	before opening, the gate confirms medicine is done and the time is right	surgical safety checklist	none	safety	L	L	none	gate tests	Gate after medicine	O6401	COMBO	M:Gate after medicine
O6612	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Military after-action review	no learning from sessions	what was expected, what happened, why, what next — from logs only	US Army AAR	none	structured learning	L	L	none	receipt fields	Evidence-only receipt	O4404	KNOWN	M:Evidence-only receipt
O6613	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Architecture pattern language	design knowledge scattered	session patterns named and reused (contrast pair, boss world, possession)	Alexander's pattern language	ad hoc	consistent design	L	L	none	pattern names in specs	Pattern language	L265	KNOWN	M:Pattern language
O6614	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Weather-forecast verification	forecasts unscored	every learner forecast scored when resolved	forecast verification	not scored	calibration	L	L	none	Brier	Calibration by confidence tier	O5406	KNOWN	S
O6615	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Craft guild progression	no apprenticeship path	apprentice (uses sessions) → journeyman (builds models) → master (authors sessions)	guilds	none	long-term path	L	L	hierarchy theatre	evidence per stage	Author a session	O5807	COMBO	S
O6616	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Monastic hours	time boundaries	fixed contemplative hours	monasteries	—	—	M	L	rigidity, scope	—	Gate after medicine	O6401	KNOWN	R:SCOPE
O6617	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Ecology succession	curricula static	pioneer primitives first, then those that need them, like succession	ecological succession	fixed order	natural ordering	L	L	metaphor stretch	order vs outcomes	Adjacent-possible choice	O6207	UNCLEAR	S
O6618	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Translation of registers	one register	the same idea in human, sticky, technical registers	sociolinguistics	one register	reach	L	L	none	three layers	Egyptian-Arabic sticky line	O4303	KNOWN	M:Egyptian-Arabic sticky line
O6619	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Cartographic generalisation	maps of knowledge too detailed	show fewer features at lower zoom, by rules	cartography	not applied	readable overviews	L	M	none	zoom levels	Model zoom	L124	KNOWN	M:Model zoom
O6620	66	Unknown donor domains (§117): aviation, chess, jazz, cooking, law, navigation, epidemiology, typography, sports coaching, translation	Clinical grand rounds	one case, many lenses	a case examined by several primitives in turn	medical education	not generalised	integration	M	M	none	rounds items	Lens toggle	O5501	COMBO	S
O6701	67	Invention pass: physics (§102)	Conservation bookkeeping	learners lose track of where effort and time go	treat minutes like energy: every minute in a session is accounted to a step and an outcome	conservation laws	time is not budgeted in teaching	no invisible waste	L	L	false precision	minutes per step logged vs outcomes	Life-minutes accounting	L489	COMBO	S
O6702	67	Invention pass: physics (§102)	Equilibrium check	systems described without their resting state	for every loop case, ask where it settles and why	static equilibrium	dynamics taught without end states	predicts long-run behaviour	L	L	none	settle-point items	Loop sense	O4704	COMBO	S
O6703	67	Invention pass: physics (§102)	Phase-transition cases	gradual change assumed	cases where a small change flips a system (bank runs, epidemics above R=1)	phase transitions	linear intuitions	anticipates thresholds	L	M	overusing tipping-point language	threshold items in new domains	Loop sense	O4704	COMBO	S
O6704	67	Invention pass: physics (§102)	Resonance timing	interventions mistimed	show how pushing at the system's own period amplifies (shower, business cycles)	resonance	not taught outside physics	timing sense	L	M	metaphor stretch	timing items	Equilibrium check	O6702	UNCLEAR	S
O6705	67	Invention pass: physics (§102)	Entropy of a curriculum	content decays into disorder	measure disorder as unresolved contradictions and stale claims; schedule clean-ups	entropy	not tracked	orderly knowledge	L	M	metaphor over mechanism	stale-claim and contradiction counts	Half-life tags	O4512	UNCLEAR	S
O6706	67	Invention pass: physics (§102)	Dimensional check on claims	numbers with wrong units pass	every numeric claim carries units; mismatches flagged at build time	dimensional analysis	units omitted in prose	fewer silly errors	L	L	none	build-time unit lint	Dimensional analysis	L341	KNOWN	S
O6707	67	Invention pass: physics (§102)	Scaling laws	size effects ignored	cases where doubling size doesn't double effect (area vs volume, cities)	scaling laws (West)	linear scaling assumed	better estimates	L	M	overgeneralisation	scaling items	Order-of-magnitude sense	O4706	KNOWN	S
O6708	67	Invention pass: physics (§102)	Limiting-case test	models accepted without checks	check a model at its extremes (zero, infinity) before trusting it	limiting cases in physics	not taught	catches broken models	L	L	none	limit items	Invariants	L340	KNOWN	S
O6709	67	Invention pass: physics (§102)	Frame change	one reference frame	re-describe a problem from another frame (per person vs per population)	reference frames	fixed frame	unlocks hard problems	L	L	none	frame items	Scale switch	O5504	COMBO	S
O6710	67	Invention pass: physics (§102)	Superposition of causes	effects blamed on one cause	when causes add, split the effect into parts; when they don't, say why	superposition principle	single-cause stories	cleaner attribution	L	M	non-additive cases	attribution items	Minimum-set puzzle	O6102	COMBO	S
O6711	67	Invention pass: physics (§102)	Friction in learning	small frictions ignored	measure taps and seconds before first decision; remove the largest	friction	UX not measured	lower drop-off	L	L	none	time to first decision	Friction detector	L420	KNOWN	M:Friction detector
O6712	67	Invention pass: physics (§102)	Inertia of habits	old habits resist new ideas	sessions acknowledge the old habit and design a smaller first push	inertia	habits ignored	realistic change	L	L	none	forge completion	Implementation intentions	L300	COMBO	S
O6713	67	Invention pass: physics (§102)	Signal-to-noise per step	steps carry noise	count words that carry the idea vs decoration per step	signal-to-noise ratio	not measured	tighter steps	L	L	gaming by terseness	ratio lint	Complexity meter	O4319	COMBO	S
O6714	67	Invention pass: physics (§102)	Error bars on everything	numbers shown without uncertainty	every estimate in receipts shows n and a range	measurement uncertainty	point estimates	honest reading	L	L	clutter	n shown everywhere (lint)	No inference under n=5	L112	KNOWN	S
O6715	67	Invention pass: physics (§102)	Thought-experiment lab	abstract claims untested	run a thought experiment as a fixed-option prediction, then show the real result	Galileo-style reasoning	stated as fact	reasoning practice	L	M	fake results	sourced results only	Thought experiments as models	L355	KNOWN	M:Thought experiments as models
O6716	67	Invention pass: physics (§102)	Quantum learning	hype	quantum metaphors for learning	pop physics	—	—	L	L	pseudoscience	—	Brain training	L336	KNOWN	R:EVID
O6717	67	Invention pass: physics (§102)	Potential-energy framing	motivation as force	frame curiosity as potential energy	physics metaphor	—	—	L	L	empty metaphor	—	Curiosity first	L326	KNOWN	R:UNTEST
O6718	67	Invention pass: physics (§102)	Orders-of-magnitude ladder	no sense of big and small	one ladder of real magnitudes (seconds to centuries, 1 to 10⁹ people) reused in sessions	Powers of Ten	numbers isolated	calibrated scale sense	L	M	none	estimation error	Sense-of-scale images; Orders of magnitude	O4720 L342	COMBO	S
O6719	67	Invention pass: physics (§102)	Symmetry shortcut	problems solved the long way	items where noticing a symmetry removes the calculation	symmetry arguments	rarely taught	elegant solutions	L	L	none	symmetry items	Symmetry arguments	L345	KNOWN	M:Symmetry arguments
O6720	67	Invention pass: physics (§102)	Measurement disturbs the system	measuring changes behaviour	cases where observation changed the result (Hawthorne-type, targets)	observer effect	measurement assumed neutral	Goodhart generalised	L	M	Hawthorne myths	graded sources	Measurement atom	O4612	COMBO	S
O6801	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Differential before diagnosis	the first explanation wins	list competing explanations with what each predicts before choosing	differential diagnosis	not taught outside medicine	fewer premature conclusions	L	L	none	items with competing explanations	Hypothesis tester	L184	COMBO	S
O6802	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Triage of ideas	all ideas treated equally	sort incoming ideas into act now / watch / ignore by stakes and evidence	emergency triage	no triage	attention where it matters	L	L	wrong sorting	triage items	Idea antigen test	O5403	UNCLEAR	S
O6803	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Pre-test probability habit	tests read without priors	state a prior before reading any evidence	Bayesian diagnosis	evidence read alone	correct updates	L	L	none	prior-first items	Base-rate sense	O4702	COMBO	S
O6804	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Morbidity and mortality review	failures hidden	monthly blameless review of the organ's worst session	M&M conferences	no review	systemic fixes	L	L	blame culture	fixes shipped per review	Failure registry	O6515	COMBO	S
O6805	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	SOAP compression	notes ramble	subjective, objective, assessment, plan as a compression template for any situation	SOAP notes	not transferred	structured thinking	L	L	rigidity	template items	Three-boxes drill	O4301	COMBO	S
O6806	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Red-flag lists	dangerous exceptions missed	each primitive lists when it must not be applied	red-flag symptoms	rules without exceptions	safe use	L	L	none	red-flag items	Analogy with a breaking point	O4309	COMBO	S
O6807	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Number needed to treat	effects stated as relative risk	convert every effect into 'how many must do this for one to benefit'	NNT	relative risk dominates	honest effect sizes	L	L	none	NNT items	Base-rate sense	O4702	KNOWN	S
O6808	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Watchful waiting	action bias	cases where the best choice is to wait and measure	watchful waiting	action rewarded	fewer harmful interventions	L	L	passivity	items where waiting wins	Question budget per decision	O5314	COMBO	S
O6809	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Iatrogenic check	fixes cause harm	for each intervention, ask what harm the fix itself causes	iatrogenesis	benefits only	balanced decisions	L	L	none	harm items	Pre-mortem	L198	COMBO	S
O6810	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Case presentation drill	cases retold without structure	pick the best one-minute presentation of a case from options	clinical presentations	free-form	compression under pressure	L	L	none	presentation items	Speaking + compression	L459	COMBO	S
O6811	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Second-opinion rule	one source trusted	for high-stakes beliefs, require an independent second source	second opinions	single authority	fewer errors	L	M	cost	high-stakes claims with two sources	Evidence consensus	L171	COMBO	S
